,PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon,province
20122,0.76,0.8,0.1,0.14,0.12,82.48,11.3,2.33,259.59,26.98,58533.12,35.72,94.86,青海省
20123,0.76,0.8,0.09,0.14,0.12,82.19,11.59,1.78,259.16,27.85,58488.74,35.73,95.03,青海省
20124,0.75,0.79,0.09,0.13,0.12,80.82,13.32,0.37,259.23,27.45,58892.72,35.74,95.19,青海省
20125,0.74,0.78,0.09,0.13,0.12,81.34,13.6,-0.27,259.8,26.91,59672.73,35.75,95.36,青海省
20126,0.74,0.78,0.09,0.13,0.12,80.87,12.14,-0.15,259.4,28.43,59688.48,35.77,95.53,青海省
20127,0.74,0.78,0.09,0.12,0.12,80.25,10.37,-0.23,258.37,31.01,59233.26,35.78,95.69,青海省
20128,0.74,0.78,0.09,0.12,0.12,78.26,8.62,0.08,256.93,34.82,58503.62,35.79,95.86,青海省
20129,0.74,0.78,0.09,0.12,0.12,78.81,9.73,1.48,255.02,39.56,57201.08,35.8,96.03,青海省
20130,0.71,0.75,0.08,0.11,0.12,80.68,14.53,1.24,255.95,34.53,57293.18,35.81,96.19,青海省
20131,0.7,0.74,0.08,0.11,0.12,80.32,14.81,1.22,258.83,28.7,59511.45,35.82,96.36,青海省
20132,0.73,0.77,0.08,0.11,0.12,79.34,8.88,4.63,258.98,30.43,60878.57,35.83,96.53,青海省
20133,0.75,0.79,0.08,0.11,0.12,79.54,6.54,5.28,255.72,38.37,58492.88,35.84,96.69,青海省
20134,0.71,0.75,0.08,0.1,0.12,77.32,11.08,1.66,253.24,43.19,55842.74,35.86,96.86,青海省
20135,0.65,0.68,0.08,0.09,0.12,79.1,16.25,0.04,255.16,33.51,56056.78,35.87,97.03,青海省
20136,0.64,0.67,0.08,0.1,0.12,78.83,14.85,-0.08,259.33,26.66,58733.27,35.88,97.2,青海省
20137,0.69,0.73,0.1,0.14,0.12,76.33,9.66,0.99,262.51,24.31,63014.88,35.89,97.36,青海省
20138,0.7,0.74,0.09,0.14,0.12,76.91,8.09,3.88,263.2,24.41,64664.35,35.89,97.53,青海省
20139,0.7,0.74,0.09,0.15,0.12,77.02,9.34,2.89,263.01,24.8,64482.08,35.9,97.7,青海省
20140,0.72,0.77,0.1,0.2,0.12,75.34,7.64,-0.15,263.51,24.8,65921.02,35.91,97.87,青海省
20141,0.74,0.79,0.1,0.26,0.12,75.45,3.23,0.43,261.58,27.72,65332.84,35.92,98.03,青海省
20142,0.71,0.75,0.09,0.23,0.12,76.34,2.42,2.28,258.66,33.23,62487.12,35.93,98.2,青海省
20143,0.71,0.75,0.09,0.2,0.12,76.25,4.79,3.36,256.67,38.55,60912.51,35.94,98.37,青海省
20144,0.69,0.73,0.08,0.17,0.12,77.02,7.11,3.17,256.51,38.64,60638.83,35.95,98.54,青海省
20145,0.68,0.72,0.08,0.16,0.12,76.81,8.73,1.8,255.88,40.1,60307.31,35.96,98.7,青海省
20146,0.64,0.68,0.08,0.14,0.12,77.08,11.34,-0.66,254.06,44.23,58589.77,35.96,98.87,青海省
20147,0.58,0.62,0.08,0.13,0.12,78.57,15.74,-2.58,253.45,42.02,57417.35,35.97,99.04,青海省
20148,0.53,0.56,0.07,0.11,0.12,81.46,17.3,-1.64,255.36,35.58,58261.03,35.98,99.21,青海省
20149,0.51,0.55,0.07,0.11,0.12,82.57,16.49,-0.11,256.23,34.28,58604.64,35.99,99.37,青海省
20150,0.5,0.53,0.07,0.11,0.12,83.42,17.95,-0.3,257.75,31.2,59338.87,35.99,99.54,青海省
20151,0.52,0.55,0.08,0.13,0.12,82.57,17.01,-2.23,262.14,23.26,62385.61,36,99.71,青海省
20152,0.63,0.68,0.11,0.19,0.12,78.92,7.85,-4.46,265.14,21.71,66098.95,36.01,99.88,青海省
20153,0.8,0.88,0.17,0.31,0.13,74.63,0.44,-1.28,265.64,21.37,68712.66,36.01,100.04,青海省
20154,0.82,0.91,0.18,0.32,0.13,77.17,1.12,-0.54,265.8,20.77,69463.74,36.02,100.21,青海省
20155,0.82,0.91,0.18,0.32,0.13,77.4,4.32,-1.06,266.2,19.8,69927.1,36.03,100.38,青海省
20156,0.86,0.96,0.19,0.35,0.13,76.24,5.97,-0.98,267.93,17.58,71774.52,36.03,100.55,青海省
20157,0.89,0.99,0.21,0.4,0.13,76.42,5.52,-0.25,269.3,16.29,73564.22,36.04,100.72,青海省
20158,0.93,1.04,0.22,0.47,0.13,73.97,6.55,-0.44,268.28,17.33,73051.9,36.04,100.88,青海省
20159,0.91,1.02,0.21,0.41,0.13,74,10.73,-1.79,267,18.35,71445.73,36.05,101.05,青海省
20160,1.04,1.19,0.25,0.43,0.14,75.02,13.09,-2.76,268.53,16.49,72447.13,36.05,101.22,青海省
20161,1.62,1.95,0.43,0.64,0.16,74.52,8.99,0.98,270.26,15.52,74749.07,36.06,101.39,青海省
20162,1.78,2.26,0.42,0.64,0.17,75.35,6.82,5.31,267.91,17.95,72640.16,36.06,101.55,青海省
20163,2.5,3.35,0.71,0.91,0.18,74.46,10.94,4.93,266.93,18.54,70907.66,36.07,101.72,青海省
20164,6.08,8.23,2.72,2.76,0.24,72.52,12.65,1.12,269.97,16.33,74039.18,36.07,101.89,青海省
20165,7.23,9.18,3.3,3.42,0.25,72.2,11.25,-2.4,268.72,19.34,73526.98,36.07,102.06,青海省
20166,4.65,5.56,1.61,1.89,0.2,75.18,12.09,-4.88,264.98,26.1,69497.14,36.08,102.23,青海省
20167,6.1,7.2,3.09,3.07,0.2,72.72,11.7,-3.82,263.67,31.17,67862.11,36.08,102.39,青海省
20168,16.28,18.75,11.31,9.88,0.29,60.78,7.08,-1.68,264.19,36.19,69247.76,36.08,102.56,青海省
20169,29.96,38.37,18.38,16.74,0.55,53.77,3.33,-0.66,265.44,37.96,73422.8,36.09,102.73,青海省
20170,58.6,85.16,31.56,30.1,1.33,43.16,1.42,-1.87,264.68,43.68,77353.52,36.09,102.9,青海省
20171,84.32,121.07,42.62,42.45,1.75,29.32,-0.26,-2.35,262.94,52.09,80083.53,36.09,103.07,甘肃省
20172,91.76,130.75,43.78,47.21,1.86,27.22,-1.93,-2.26,262.28,55.99,81168.46,36.1,103.23,甘肃省
20173,105.61,148.09,51.83,52.46,2.1,22.59,-3.13,-0.5,262.75,51.54,80481.75,36.1,103.4,甘肃省
20174,137.5,188.08,72.31,59.98,2.47,15.37,-2.7,-0.31,263.15,50.13,80973.98,36.1,103.57,甘肃省
20175,128.63,167.98,73.51,63.46,2.23,18.98,-1.89,-1.46,264.25,47.44,82394.45,36.1,103.74,甘肃省
20176,103.37,133.25,51.09,51.64,1.91,26.47,-2.19,-1.67,265.43,43.78,83276.3,36.1,103.91,甘肃省
20177,71.26,92.1,17.88,20.86,1.35,48.98,-3.86,-0.53,266.17,39.44,81975.12,36.1,104.08,甘肃省
20178,66.85,85.17,13.35,16.39,1.43,51.92,-4.16,-0.77,264.42,41.08,78242.86,36.11,104.24,甘肃省
20179,63.16,78.91,12.09,14.97,1.51,53.22,-2.05,-1.21,262.9,44.58,76723.26,36.11,104.41,甘肃省
20180,63.09,77.26,12.72,15.7,1.67,53.22,-0.08,-1.29,263.68,43.88,78655.11,36.11,104.58,甘肃省
20181,70.75,84.77,15.67,18.86,2.01,50.93,0.71,-0.96,264.72,42.14,80971.62,36.11,104.75,甘肃省
20182,63.49,74.74,14.39,17.66,1.94,50.95,0.9,-0.55,265.23,41.05,82111.3,36.11,104.92,甘肃省
20183,41.69,47.81,9.94,11.88,1.32,52.56,0.75,-0.67,265.05,41.67,81712.24,36.11,105.08,甘肃省
20184,31.11,35.06,8.5,9.98,1.03,54.59,0.63,-1.03,264.79,42.04,80612.63,36.11,105.25,甘肃省
20185,23.1,25.29,9.04,9.11,0.8,55.39,1.31,-2.03,264.42,42.43,79357.95,36.11,105.42,甘肃省
20186,20.77,22.42,11.27,9.2,0.78,55.54,2.72,-3.14,264.02,42.13,78160.52,36.11,105.59,宁夏回族自治区
20187,17.62,18.33,11.31,8.13,0.64,55.24,3.62,-3.38,263.99,42,78134.09,36.11,105.76,宁夏回族自治区
20188,10.02,11.55,7.87,7.53,0.59,54.38,3.66,-3.1,264.6,41.07,79300.91,36.1,105.92,宁夏回族自治区
20189,10.65,12.3,8.93,7.47,0.54,53.78,3.92,-3.92,265.63,39.23,80979.27,36.1,106.09,宁夏回族自治区
20190,8.82,10.17,7.86,5.88,0.21,55.89,4.54,-5,266.4,37.64,82346.38,36.1,106.26,宁夏回族自治区
20191,8.14,9.37,7.41,5.51,0.21,57.46,5.35,-4.83,266.39,38.42,82446.51,36.1,106.43,宁夏回族自治区
20192,8.27,9.51,7,5.54,0.21,57.5,5.9,-3.86,266.26,39.14,82247.04,36.1,106.6,宁夏回族自治区
20193,7.04,8.07,5.46,4.64,0.19,57.77,5.3,-3.49,266.84,37.86,83090.86,36.1,106.77,宁夏回族自治区
20194,5.89,6.71,4.43,3.58,0.18,58.25,4,-3.76,267.7,36.49,84500.04,36.09,106.93,宁夏回族自治区
20195,5.25,5.97,3.71,3.07,0.18,58.05,3.39,-4.25,268.09,36.42,85440.48,36.09,107.1,甘肃省
20196,5.22,5.96,3.37,2.85,0.18,57.59,3.4,-4.58,268.06,37.21,85831.09,36.09,107.27,甘肃省
20197,5.56,6.37,3.14,2.72,0.18,56.33,3.07,-4.27,267.74,38.9,86091.59,36.08,107.44,甘肃省
20198,6.88,8,3.47,2.91,0.2,55.32,2.51,-3.74,267.7,40.22,86827.85,36.08,107.61,甘肃省
20199,7.75,9.16,5.29,4.46,0.21,53.68,2.04,-3.78,268.07,40.27,87851.86,36.08,107.77,甘肃省
20200,7.5,8.88,5.18,4.38,0.22,53.57,2.16,-4.14,267.93,40.61,87847.69,36.07,107.94,甘肃省
20201,6.12,7.14,3.59,2.96,0.2,54.66,2.89,-4.01,267.14,42.58,86838.2,36.07,108.11,甘肃省
20202,6.3,7.36,3.5,2.84,0.2,54.84,3.76,-3.78,266.24,45.24,85901.85,36.07,108.28,甘肃省
20203,6.32,7.38,3.53,2.74,0.2,54.66,4.15,-3.34,266.04,46.43,85808.85,36.06,108.45,甘肃省
20204,6.23,7.28,3.7,2.65,0.2,54.17,3.9,-3.26,266.34,46.39,86552.94,36.06,108.61,甘肃省
20205,5.9,6.89,3.89,2.59,0.19,54.28,3.29,-3.26,266.88,45.25,87493.08,36.05,108.78,陕西省
20206,6.23,7.31,4.48,2.81,0.2,52.82,2.42,-3.37,267.01,45.06,88072.66,36.05,108.95,陕西省
20207,6.83,8.07,5.36,3.21,0.2,51.19,1.51,-3.53,266.75,45.23,88295.09,36.04,109.12,陕西省
20208,7.96,9.5,7.39,4.06,0.22,49.85,0.78,-3.58,266.88,44.68,88934.13,36.04,109.28,陕西省
20209,8.92,10.65,8.88,4.64,0.23,48.4,0.65,-3.75,266.46,45.09,88926.73,36.03,109.45,陕西省
20210,9.16,10.89,8.99,4.72,0.24,47.76,1.27,-3.61,264.89,48.11,87295.44,36.03,109.62,陕西省
20211,8.85,10.39,8.85,4.55,0.23,49.66,2.06,-3.18,264.18,50.49,86481.3,36.02,109.79,陕西省
20212,9.07,10.63,9.08,4.74,0.23,49.22,2.2,-3.62,265.01,48.05,87955.91,36.01,109.96,陕西省
20213,9.93,11.67,9.52,5.26,0.24,47.38,2.55,-4.95,265.05,47.66,88729.5,36.01,110.12,陕西省
20214,10.15,11.88,9.47,5.5,0.24,46.94,3.01,-6.49,265.24,48.02,89579.7,36,110.29,陕西省
20215,10.81,12.59,9.8,5.93,0.24,46.17,2.72,-7.76,266.97,43.97,92444.34,35.99,110.46,陕西省
20216,11.95,13.91,10.92,6.47,0.25,45.67,2.09,-7.56,266.8,43.04,92110.19,35.99,110.63,山西省
20217,11.83,13.67,11.68,6.26,0.24,46.57,2.99,-7.05,264.05,50.26,88224.62,35.98,110.79,山西省
20218,12.6,14.58,12.15,6.42,0.25,46.74,5.2,-6.63,262.5,54.79,86051.97,35.97,110.96,山西省
20219,17.03,19.84,15.58,8.23,0.29,44.44,3.69,-5.09,264.78,46.95,88898.56,35.96,111.13,山西省
20220,32.23,38.43,31.69,14.42,0.41,37.83,-0.12,-2.82,268.49,38.82,94532.82,35.96,111.3,山西省
20221,54.26,64.99,58.63,22.54,0.59,32.36,-1.03,-3.61,269,37.8,96166.03,35.95,111.46,山西省
20222,57.33,68.82,65.44,24.34,0.62,32.94,0.71,-4.28,267.55,39.8,94197.9,35.94,111.63,山西省
20223,51.83,85.86,52.58,20.33,1.13,36.01,3.07,-4.02,266.31,42.08,92146.12,35.93,111.8,山西省
20224,44.29,74,42.61,17.2,0.99,37.36,5.67,-4.1,264.47,45.61,89264.16,35.92,111.97,山西省
20225,38.95,64.66,36.97,15.54,0.9,40.22,7.03,-4.69,264.29,45.86,88713.13,35.91,112.13,山西省
20226,38.09,64.04,35.34,15.79,0.92,40.3,5.48,-4.67,265.69,43.5,90599.88,35.9,112.3,山西省
20227,41.86,71.94,37.92,17.42,1.05,38.55,4.2,-4.61,265.02,45.64,90050.85,35.89,112.47,山西省
20228,46.34,82.44,41.97,19.61,1.22,36.92,4.65,-4.95,264.44,46.9,89336.35,35.89,112.64,山西省
20229,54.02,104.1,53.33,23.62,1.52,34.89,4.33,-5.4,265.31,44.49,90478.94,35.88,112.8,山西省
20230,58.14,119.6,61.68,26.35,1.7,33.75,3.29,-5.68,265.62,43.4,91111.48,35.87,112.97,山西省
20231,58.81,126.21,65.08,26.7,1.75,34.36,3.45,-5.19,264.43,44.53,89738.87,35.86,113.14,山西省
20232,51.25,110.85,55.92,23.75,1.48,37.28,6.37,-5.04,262.41,48.39,86729.59,35.84,113.31,山西省
20233,48,104.16,53.3,22.71,1.35,38.71,8.75,-5,262.15,46.92,85768.11,35.83,113.47,山西省
20234,48.74,107.07,51.79,23.19,1.3,36.96,4.92,-4.51,265.64,39.11,90161.67,35.82,113.64,河南省
20235,53.65,128.22,52.94,26.86,1.48,33.09,0.79,-4.71,268.48,35.72,95534.14,35.81,113.81,河南省
20236,60.09,153.44,62.97,34.25,1.79,26.73,1.27,-6.09,269.19,36.38,97665.35,35.8,113.97,河南省
20237,68.39,181.23,75.65,40.48,2.2,21.2,1.63,-6.44,269.91,38,99589.91,35.79,114.14,河南省
20238,79.28,214.51,84.19,44.07,2.59,19.65,0.65,-7.09,270.5,36.91,101454.12,35.78,114.31,河南省
20239,84.43,233.12,82.13,43.81,2.71,21.62,0.06,-7.18,270.36,37.21,101918.35,35.77,114.47,河南省
20240,84.75,228.61,71.48,40.3,2.61,23.07,0.04,-7.26,269.97,38.2,102027.59,35.75,114.64,河南省
20241,85.78,227.59,65.57,38.78,2.6,22.65,-0.2,-6.81,269.52,39.76,102073.85,35.74,114.81,河南省
20242,85.04,225.94,64.07,38.91,2.57,21.51,-0.44,-5.93,269.09,41.63,102003.84,35.73,114.97,河南省
20243,85.84,228.26,64.2,40.31,2.56,19.7,-0.29,-5.22,268.91,43.9,101882.19,35.72,115.14,河南省
20244,86.94,229.4,60.25,41.06,2.53,18.84,0.2,-4.7,268.84,45.39,101889.84,35.7,115.31,河南省
20245,83.43,217.97,58.66,42.27,2.35,18.07,0.77,-4.49,268.95,46.71,102033.64,35.69,115.47,山东省
20246,79.83,203.72,57.81,44.01,2.18,17.36,1.32,-4.93,269.01,46.59,102109.45,35.68,115.64,山东省
20247,77.04,194.05,58.83,46.16,2.07,16.7,1.73,-5.29,268.97,47.52,102100.3,35.66,115.81,山东省
20248,78.27,191.19,57.86,47.55,2.01,16.8,2.1,-5.5,268.88,48.18,102136.56,35.65,115.97,山东省
20249,76.56,181.52,56.08,48.02,1.82,17.43,2.11,-5.18,268.68,51.53,102231.66,35.63,116.14,山东省
20250,78.87,182.11,58.88,49.64,1.75,17.02,2.04,-5.03,268.43,53.69,102262.32,35.62,116.31,山东省
20251,81.75,186.13,64.4,51.28,1.74,16.73,2.17,-4.86,268.28,55.01,102233.73,35.6,116.47,山东省
20252,84.84,196.75,75.49,53.46,1.87,15.86,2.18,-4.8,268.05,55.79,102160.82,35.59,116.64,山东省
20253,89.49,216.59,93.28,56.63,2.12,14,2.19,-4.82,267.79,56.92,102005.38,35.58,116.8,山东省
20254,89.9,219.38,94.44,57.13,2.15,14.23,2.19,-4.68,267.64,57.38,101769.21,35.56,116.97,山东省
20255,86.97,208.74,81.47,55.35,2.01,16.13,2.46,-4.27,267.41,58.09,101077.38,35.54,117.14,山东省
20256,85.93,202.21,74.55,53.58,1.93,17.64,3.21,-4.1,267.09,58.7,99953.64,35.53,117.3,山东省
20257,87.79,201.6,76.1,53.52,1.95,17.05,4.17,-4.26,267.1,58.7,99590.68,35.51,117.47,山东省
20258,90.81,201.48,74.65,53.64,1.97,16.44,4.84,-4.48,267.25,59.06,99846.54,35.5,117.63,山东省
20259,93.7,200.67,72.01,53.95,1.97,15.66,5.05,-5.3,267.13,59.34,99653.2,35.48,117.8,山东省
20260,93.4,193.96,67.38,53.6,1.88,15.66,4.94,-4.98,267.2,58.15,99313.44,35.46,117.96,山东省
20261,92.12,188.26,62.26,52.78,1.8,15.86,4.85,-4.72,267.48,57.47,99501.88,35.45,118.13,山东省
20262,92.97,186.04,61.34,53.19,1.81,15.58,4.63,-4.31,268.04,56.82,100379.87,35.43,118.3,山东省
20263,97.17,188.13,63.01,54.51,1.88,14.99,4.37,-4.37,268.2,57.55,101015.38,35.41,118.46,山东省
20264,104.2,189.08,69.65,55.9,2,14.91,4.48,-4.56,267.98,59.21,100976.8,35.4,118.63,山东省
20265,106.31,186.25,76.18,56.33,2.03,15.42,4.83,-4.72,267.73,60.93,100674.45,35.38,118.79,山东省
20266,105.2,180.43,81.84,56.32,2.01,16.52,5.25,-4.38,267.63,61.22,100217.73,35.36,118.96,山东省
20267,103.8,177.96,86.54,56.83,1.97,17.28,5.7,-4.41,268.19,59.39,100415.99,35.34,119.12,山东省
20268,105.2,178.26,90.92,56.96,1.95,15.93,6.03,-4.12,268.82,57.09,101473.28,35.33,119.29,山东省
20269,2.05,2.18,0.34,2.74,0.12,78.96,13.29,7.19,264.02,26.92,57431.01,33.58,78.85,西藏自治区
20270,1.96,2.08,0.32,2.4,0.12,79.65,12.55,7.45,261.3,31.17,55604.49,33.61,79.01,西藏自治区
20271,1.84,1.95,0.3,1.84,0.12,80.61,12.43,6.85,259.69,34.28,54572.13,33.65,79.17,西藏自治区
20272,1.76,1.88,0.3,1.13,0.12,85.51,10.21,4.17,259.56,34.34,55676.84,33.68,79.33,西藏自治区
20273,1.62,1.73,0.28,0.67,0.12,90.84,6.97,2.45,260.35,31.76,57253.14,33.71,79.49,西藏自治区
20274,1.49,1.59,0.26,0.57,0.12,89.82,5.85,1.52,259.11,34.02,55787.03,33.74,79.64,西藏自治区
20275,1.39,1.48,0.24,0.55,0.11,88.79,8.16,0.57,257.05,39.12,53154.06,33.78,79.8,西藏自治区
20276,1.34,1.42,0.23,0.53,0.11,88.16,9.75,0.24,256.96,39.32,53043.6,33.81,79.96,西藏自治区
20277,1.28,1.37,0.21,0.51,0.11,88,8.13,1.67,257.63,38.13,54224.94,33.84,80.12,西藏自治区
20278,1.26,1.34,0.21,0.55,0.12,88.07,5.02,1.74,257.37,38.21,55163.8,33.87,80.28,西藏自治区
20279,1.26,1.35,0.21,0.57,0.12,89.13,2.12,0.64,256.57,39.78,55363.57,33.9,80.44,西藏自治区
20280,1.21,1.3,0.21,0.47,0.12,91.85,1.45,1.5,255.88,42.63,55034.76,33.93,80.6,西藏自治区
20281,1.12,1.2,0.19,0.35,0.12,93.6,1.58,0.48,256.81,40.4,55872.41,33.96,80.76,西藏自治区
20282,1.03,1.1,0.17,0.31,0.12,95.96,2.17,-1.19,258.19,38,56130.29,33.99,80.92,西藏自治区
20283,1.03,1.1,0.17,0.31,0.12,93.52,4.23,0.41,256.87,42.1,54858.1,34.02,81.08,西藏自治区
20284,1.06,1.13,0.17,0.3,0.12,92.1,5.67,2.35,255.3,47.29,53945.02,34.05,81.24,西藏自治区
20285,1.03,1.11,0.17,0.29,0.12,92.41,5.82,2.13,255.28,48.65,54013.41,34.08,81.4,西藏自治区
20286,1,1.07,0.16,0.27,0.12,93.67,5.04,2.73,255.41,48.96,54978.96,34.11,81.56,西藏自治区
20287,0.94,1.01,0.16,0.24,0.12,95.58,4.31,2.93,255.27,49.66,54737.93,34.14,81.72,西藏自治区
20288,0.88,0.95,0.15,0.22,0.12,93.5,7.37,4.49,254.17,51.18,52311.67,34.17,81.88,西藏自治区
20289,0.86,0.92,0.14,0.21,0.12,91.97,13.33,5.61,254.59,46.81,51453.55,34.2,82.04,西藏自治区
20290,0.83,0.89,0.13,0.21,0.12,90.98,14.25,5.17,257.73,39.6,53406.55,34.23,82.2,西藏自治区
20291,0.81,0.87,0.13,0.21,0.12,90.1,10.09,2.52,257.78,39.71,54317.8,34.26,82.36,西藏自治区
20292,0.79,0.85,0.12,0.2,0.12,89.88,8.71,0.8,256.37,43.28,53576.59,34.29,82.52,西藏自治区
20293,0.77,0.83,0.12,0.19,0.12,89.69,10.64,0.63,255.97,43.65,53071.48,34.32,82.69,西藏自治区
20294,0.75,0.8,0.11,0.19,0.12,89.6,12.18,1.14,255.89,42.93,52648.44,34.35,82.85,西藏自治区
20295,0.73,0.78,0.11,0.18,0.12,89.62,13.27,1.97,255.85,42.04,52235.59,34.37,83.01,西藏自治区
20296,0.71,0.76,0.1,0.18,0.12,89.83,14.29,3.06,256.64,39.39,52434.55,34.4,83.17,西藏自治区
20297,0.69,0.74,0.1,0.18,0.12,89.77,14.21,4.92,257.99,36.28,53630.77,34.43,83.33,西藏自治区
20298,0.68,0.73,0.1,0.17,0.12,89.21,12.58,4.83,258.52,35.37,54467.02,34.46,83.49,西藏自治区
20299,0.68,0.72,0.1,0.17,0.12,88.69,11.18,3.26,257.53,37.85,54143.09,34.48,83.65,西藏自治区
20300,0.67,0.72,0.1,0.17,0.12,88.17,11.17,3.8,256.75,40.01,53720.27,34.51,83.82,西藏自治区
20301,0.67,0.72,0.09,0.16,0.12,87.61,12,3.8,256.47,39.72,53218.76,34.54,83.98,西藏自治区
20302,0.67,0.72,0.09,0.16,0.12,86.99,11.43,2.61,256.39,39.97,53490.33,34.56,84.14,西藏自治区
20303,0.68,0.73,0.09,0.16,0.12,86.59,9.4,3.12,255.46,44.32,53935.03,34.59,84.3,西藏自治区
20304,0.68,0.73,0.09,0.16,0.12,85.93,10.7,4.75,254.83,45.03,53110.16,34.62,84.46,西藏自治区
20305,0.67,0.72,0.09,0.15,0.12,85.5,13.16,4.65,255.79,41.02,53285.16,34.64,84.63,西藏自治区
20306,0.68,0.72,0.09,0.15,0.12,84.62,12.08,4.97,256.07,39.6,53608.59,34.67,84.79,西藏自治区
20307,0.68,0.73,0.09,0.15,0.12,84.6,11.4,5.86,255.31,40.06,52705.77,34.69,84.95,西藏自治区
20308,0.68,0.73,0.09,0.15,0.12,84.89,12.66,6.43,255.54,37.6,52433.08,34.72,85.11,西藏自治区
20309,0.68,0.72,0.1,0.15,0.12,85.09,13.07,6.51,255.69,37.04,52540.32,34.75,85.28,西藏自治区
20310,0.67,0.72,0.1,0.14,0.12,85.35,12.97,6.94,255.46,38.8,52655.33,34.77,85.44,西藏自治区
20311,0.65,0.7,0.1,0.14,0.11,85.87,13.51,7.29,255.96,37.6,53043.36,34.79,85.6,西藏自治区
20312,0.64,0.68,0.09,0.13,0.11,86.26,14.42,6.16,256.98,34.25,53557.84,34.82,85.76,西藏自治区
20313,0.63,0.67,0.09,0.13,0.11,86.32,14.79,4.25,258.05,31.4,54221.11,34.84,85.93,西藏自治区
20314,0.62,0.66,0.09,0.13,0.11,86.12,14.44,3.09,258.67,29.89,54756.18,34.87,86.09,西藏自治区
20315,0.62,0.66,0.09,0.13,0.11,85.31,12.75,1.85,258.33,30.54,55090.02,34.89,86.25,西藏自治区
20316,0.64,0.68,0.09,0.14,0.12,83.77,10.54,-0.3,256.42,39.85,55561.6,34.92,86.42,西藏自治区
20317,0.65,0.69,0.09,0.14,0.12,83.59,9.44,-0.93,255.75,41.52,55768.76,34.94,86.58,西藏自治区
20318,0.66,0.7,0.09,0.14,0.12,83.16,9.58,0.03,255.25,41.06,55513.09,34.96,86.74,西藏自治区
20319,0.66,0.71,0.09,0.14,0.12,82.81,9.97,0.87,254.96,40.28,55544.49,34.99,86.91,西藏自治区
20320,0.68,0.72,0.09,0.13,0.12,82.54,9.16,1.08,254.26,41.96,55670.36,35.01,87.07,西藏自治区
20321,0.7,0.74,0.09,0.13,0.12,82.57,8.47,1.25,253.28,44.52,55243.41,35.03,87.23,西藏自治区
20322,0.71,0.76,0.1,0.13,0.12,82.34,9.6,1.7,253.51,43.33,54775.71,35.05,87.4,西藏自治区
20323,0.72,0.77,0.1,0.13,0.12,81.89,9.64,1.36,253.04,45.62,55198.36,35.08,87.56,西藏自治区
20324,0.75,0.8,0.1,0.13,0.12,81.75,7.87,0.38,251.88,48.92,55487.55,35.1,87.73,西藏自治区
20325,0.76,0.81,0.1,0.12,0.12,81.7,8.21,0.47,251.68,49.34,55025.76,35.12,87.89,西藏自治区
20326,0.76,0.82,0.1,0.12,0.12,81.46,9.67,0.8,251.75,49.34,54682.88,35.14,88.05,西藏自治区
20327,0.78,0.83,0.1,0.12,0.12,81.21,8.95,2.36,251.77,49.13,54604.3,35.16,88.22,西藏自治区
20328,0.8,0.85,0.11,0.12,0.12,82.17,8.49,3.41,251.9,47.16,53875.47,35.18,88.38,西藏自治区
20329,0.8,0.85,0.11,0.12,0.12,82.52,11.41,3.23,252.09,42.65,52846.34,35.21,88.55,西藏自治区
20330,0.78,0.83,0.11,0.12,0.12,83.39,14.8,3.21,254.41,32.31,53487.67,35.23,88.71,西藏自治区
20331,0.79,0.84,0.1,0.12,0.12,82.39,13.03,2.06,256.31,27.86,54890.11,35.25,88.88,西藏自治区
20332,0.83,0.88,0.1,0.12,0.12,80.4,8.34,-1.01,253.55,36.7,55729.92,35.27,89.04,西藏自治区
20333,0.88,0.93,0.11,0.11,0.12,79.65,6.36,0.81,252.44,42.27,56206.93,35.29,89.2,西藏自治区
20334,0.89,0.94,0.11,0.11,0.12,79.12,6.93,2.69,251.9,45.27,55935.23,35.31,89.37,西藏自治区
20335,0.89,0.94,0.11,0.11,0.12,78.84,8.92,1.71,251.47,46.05,55353.42,35.33,89.53,青海省
20336,0.89,0.94,0.11,0.11,0.12,77.83,11.1,-0.36,251.85,43.34,55409.89,35.35,89.7,青海省
20337,0.88,0.94,0.11,0.11,0.12,77.17,11.93,-0.89,252.39,40.6,55724.47,35.37,89.86,青海省
20338,0.89,0.94,0.11,0.11,0.12,77.71,11.82,-0.35,252.13,40.86,55653.28,35.39,90.03,青海省
20339,0.89,0.95,0.11,0.11,0.12,77.96,11.47,-0.1,251.5,41.56,55349.62,35.4,90.19,青海省
20340,0.91,0.97,0.11,0.11,0.12,77.85,10.26,-0.03,250.76,43.05,55210.69,35.42,90.36,青海省
20341,0.93,0.99,0.11,0.1,0.12,78.06,8.09,0.26,249.85,46.01,55166.04,35.44,90.52,青海省
20342,0.95,1.01,0.11,0.1,0.12,78.29,7.96,0.83,249.28,47.17,54389.27,35.46,90.69,青海省
20343,0.94,0.99,0.11,0.1,0.12,78.41,11.61,1.13,249.91,42.55,53606.43,35.48,90.86,青海省
20344,0.9,0.95,0.11,0.1,0.12,80.43,15.59,0.33,252.32,32.92,54122.71,35.5,91.02,青海省
20345,0.9,0.94,0.1,0.1,0.12,79.83,15.35,-0.53,253.73,30.21,55002.05,35.51,91.19,青海省
20346,0.89,0.94,0.1,0.1,0.12,80.35,13.34,-0.12,252.58,29.9,54635.98,35.53,91.35,青海省
